NAME,COMP,MASS,R,RUPPER,RLOWER,UR,PER,ECC,DEC,RA,DIST,PLANETDISCMETH,STAR,MSTAR,RSTAR,TEFF,DATE,MULT
,,mjupiter,rjupiter,rjupiter,rjupiter,rjupiter,day,,deg,hr,pc,,,msun,rsun,k,,
HD 190228 b,b,5.94193,,,,,1136.1,0.531,28.30702778,20.05019444,61.6143,RV,HD 190228,1.821,1.73503,5347.98,2003,0
Kepler-510 b,b,0.0192688,0.22,0.00136,0.03064,0.016,19.55659418,0,39.24427778,19.177,378,Transit,Kepler-510,0.91,1.41,5746,2016,0
Kepler-762 b,b,1,1.131,0.00029,0.34771,0.174,3.7705521,0,47.3295,19.418375,1465,Transit,Kepler-762,1.06,1.08,5944,2016,0
HD 181720 b,b,0.37199,,,,,956,0.26,-32.91804444,19.38136667,58.072,RV,HD 181720,0.92,1.2465,5781,2010,0
Kepler-1125 b,b,0.0135358,0.164,0.00073,0.04227,0.0215,17.6700642,0,40.73197222,19.69874722,910,Transit,Kepler-1125,0.95,0.94,5683,2016,0
Kepler-995 b,b,0.0222358,0.241,0.00111,0.03089,0.016,28.26731672,0,39.13102778,18.97438056,659,Transit,Kepler-995,0.83,0.8,5206,2016,0
HD 156411 b,b,0.732711,,,,,842.2,0.22,-48.54880833,17.33095278,54.7945,RV,HD 156411,1.24,1.85525,5910,2010,0
Kepler-1196 b,b,0.0167991,0.199,0.0011,0.0509,0.026,66.1849031,0,43.91080556,19.49130278,946,Transit,Kepler-1196,0.98,0.97,5756,2016,0
HATS-3 b,b,1.0735,1.381,0.035,0.035,0.035,3.547851,0,-24.42880556,20.8305,453,Transit,HATS-3,1.209,1.404,6351,2013,0
Kepler-536 b,b,0.028747,0.277,0.00022,0.05378,0.027,1.8270823,0,49.63716667,19.84909167,446,Transit,Kepler-536,0.92,0.89,5524,2016,0
Kepler-680 b,b,0.0187628,0.216,0.00072,0.09428,0.0475,3.68992629,0,50.61825,19.44149444,1342,Transit,Kepler-680,1.08,1.11,5890,2016,0
91 Aqr b,b,3.07016,,,,,181.4,0.027,-9.087694444,23.2648,45.9,RV,91 Aqr,1.32,11,4681,2013,0
Kepler-1126 b,b,0.0127496,0.154,0.0007,0.0303,0.0155,108.593329,0,45.68938889,19.04613333,668,Transit,Kepler-1126,0.92,0.93,5798,2016,0
Kepler-860 b,b,0.0313841,0.289,0.00081,0.10019,0.0505,5.10137945,0,46.25475,19.70515,1295,Transit,Kepler-860,1.04,1.06,5836,2016,0
Kepler-676 b,b,0.0275214,0.271,0.00068,0.04132,0.021,11.59822172,0,50.28725,19.74813056,243,Transit,Kepler-676,0.51,0.49,3701,2016,0
Kepler-1596 b,b,0.014034,0.17,0.00108,0.03592,0.0185,66.373379,0,49.33008333,19.03716667,1166,Transit,Kepler-1596,0.95,0.92,5706,2016,0
Kepler-279 b,b,0.0403249,0.322955,0.063342,0.063342,0.063342,12.309681,,42.19483056,19.15941111,,Transit,Kepler-279,,1.746,6363,2014,0
HD 27894 b,b,0.617925,,,,,17.990999,0.049,-59.4115,4.346344444,43.8789,RV,HD 27894,0.75,1.20255,4875,2005,0
Kepler-1256 b,b,0.0115494,0.133,0.00218,0.05682,0.0295,12.4127754,0,44.68352778,19.43161944,862,Transit,Kepler-1256,1.17,1.36,6129,2016,0
HD 156279 b,b,9.7848,,,,,131.05,0.708,63.35170278,17.20644722,36.6032,RV,HD 156279,0.93,0.958138,5453,2012,0
Kepler-411 c,c,0.0320836,0.292,0.00127,0.01573,0.0085,7.83442788,0,49.52325,19.17370556,0,Transit,Kepler-411,0.83,0.79,4974,2016,0
Kepler-502 b,b,0.0754224,0.426,0.00025,0.18875,0.0945,4.28686431,0,43.86019444,19.40534167,1433,Transit,Kepler-502,1.15,1.22,6125,2016,0
Kepler-1449 b,b,0.0124487,0.15,0.0007,0.0483,0.0245,13.2274528,0,50.56788889,19.21545,1321,Transit,Kepler-1449,1.08,1.1,5979,2016,0
Kepler-1399 b,b,0.00648186,0.112,0.00087,0.02913,0.015,1.63865306,0,46.04172222,19.55411111,1256,Transit,Kepler-1399,0.97,0.96,5735,2016,0
HD 179079 b,b,0.0837774,,,,,14.476,0.115,-2.638166667,19.18608611,65.5308,RV,HD 179079,1.09,1.33814,5724,2009,0
Kepler-504 b,b,0.0118667,0.142,0.00474,0.03126,0.018,9.54927542,0,45.97238889,18.99478889,75,Transit,Kepler-504,0.33,0.33,3519,2016,0
WASP-4 b,b,1.22311,1.341,0.023,0.029,0.026,1.3382299,0,-42.06141667,23.57085611,300.03,Transit,WASP-4,0.91,0.914,5500,2008,0
Kepler-1026 b,b,0.0165864,0.197,0.00389,0.03811,0.021,36.5156053,0,39.99797222,18.90701667,389,Transit,Kepler-1026,0.79,0.75,4948,2016,0
HD 4113 b,b,1.64829,,,,,526.62,0.903,-37.98235278,0.720155556,44.0529,RV,HD 4113,0.99,1.07428,5688,2008,0
Kepler-488 b,b,1,1.409,0.00029,0.47771,0.239,3.12082923,0,48.34508333,18.86441111,1157,Transit,Kepler-488,1.07,1.09,5970,2016,0
HD 330075 b,b,0.623724,,,,,3.38773,0,-49.96329722,15.82719444,49.6032,RV,HD 330075,0.7,1.20726,5017,2004,0
Kepler-1029 b,b,0.00648186,0.112,0.00066,0.01234,0.0065,4.41769648,0,41.54752778,19.47553056,422,Transit,Kepler-1029,0.82,0.77,5030,2016,0
Kepler-754 b,b,0.0148244,0.179,0.00036,0.06564,0.033,14.5596237,0,37.84619444,19.550275,1192,Transit,Kepler-754,1.06,1.08,5935,2016,0
HD 104985 b,b,4.9174,,,,,199.505,0.09,76.90595833,12.08742778,97.0874,RV,HD 104985,1.04,7.09522,4819,2003,0
HATS-10 b,b,0.526,0.969,0.061,0.045,0.053,3.312846,0,-22.20447222,19.6205,496,Transit,HATS-10,1.101,1.105,5880,2015,0
Kepler-691 b,b,0.0154788,0.186,0.00113,0.01487,0.008,8.114379,0,40.03338889,19.25413333,239,Transit,Kepler-691,0.53,0.5,3715,2016,0
Kepler-1537 b,b,0.00518721,0.105,0.00018,0.01282,0.0065,1.4444538,0,43.82547222,19.62569444,503,Transit,Kepler-1537,0.81,0.77,5079,2016,0
HD 87883 b,b,1.75571,,,,,2754,0.53,34.24240556,10.14532778,18.205,RV,HD 87883,0.803,0.778353,4958,2009,0
WASP-135 b,b,1.90042,1.3,0.09,0.09,0.09,1.4013794,0,29.87913889,17.819,300,Transit,WASP-135,0.98,0.96,5657,2015,0
Kepler-657 b,b,0.0377408,0.314,0.00066,0.09034,0.0455,24.54350418,0,47.30780556,19.41315278,1244,Transit,Kepler-657,1.01,1.01,5808,2016,0
Kepler-1092 b,b,0.015383,0.185,0.00063,0.05337,0.027,58.6017925,0,47.11266667,19.84820833,914,Transit,Kepler-1092,0.99,1,5862,2016,0
Kepler-1214 b,b,0.0181548,0.211,0.00161,0.02539,0.0135,18.82634264,0,49.80066667,19.00950833,757,Transit,Kepler-1214,0.85,0.8,5130,2016,0
Kepler-482 b,b,0.0181548,0.211,0.00458,0.04042,0.0225,56.35418576,0,48.10755556,19.78819444,290,Transit,Kepler-482,0.75,0.72,4871,2016,0
Kepler-1495 b,b,0.0257931,0.262,0.0009,0.0921,0.0465,85.273256,0,38.77963889,19.07538333,1307,Transit,Kepler-1495,1.03,1.04,5831,2016,0
WASP-94 B b,b,0.619839,,,,,2.00839,0,-34.13552778,20.91887472,,Transit,WASP-94 B,1.24,1.35,6040,2014,0
Kepler-1174 b,b,0.0118667,0.142,0.0006,0.0414,0.021,6.89225223,0,42.29891667,18.78876389,829,Transit,Kepler-1174,1.04,1.04,5936,2016,0
Kepler-581 b,b,0.0213319,0.235,0.00085,0.07515,0.038,40.6069821,0,40.64825,19.69551944,833,Transit,Kepler-581,1,1,5772,2016,0
Kepler-693 b,b,0.503122,0.908,0.00103,0.11297,0.057,15.37563332,0,40.35819444,18.88356944,1002,Transit,Kepler-693,0.76,0.72,4881,2016,0
Kepler-1102 b,b,0.021628,0.237,0.00359,0.06441,0.034,51.3285623,0,48.0665,18.75483889,986,Transit,Kepler-1102,0.96,0.94,5724,2016,0
Kepler-652 b,b,0.0195285,0.222,0.00032,0.00868,0.0045,4.18200253,0,46.47355556,19.20054167,423,Transit,Kepler-652,0.97,0.88,5490,2016,0
Kepler-420 b,b,1.45,0.94,0.12,0.12,0.12,86.647661,0.772,44.92722222,19.41501194,900,Transit,Kepler-420,0.99,1.13,5520,2010,0
HD 66428 b,b,2.74962,,,,,1973,0.465,-1.162202778,8.057975,54.9149,RV,HD 66428,1.061,0.979625,5752.03,2006,0
HD 52265 b,b,1.07139,,,,,119.29,0.325,-5.367358333,7.005027778,28.9603,RV,HD 52265,1.17,1.34703,6076.31,2000,0
HATS-14 b,b,1.0682,1.039,0.022,0.042,0.032,2.766741,,-26.09638889,21.13076444,513,Transit,HATS-14,0.967,0.933,5346,2015,0
Kepler-75 b,b,9.98479,1.03,0.06,0.06,0.06,8.884924,0.569,36.57736111,19.40917278,1140,Transit,Kepler-75,0.88,0.88,5330,2011,0
Kepler-554 b,b,0.0605767,0.383,0.0003,0.0427,0.0215,1.90220856,0,51.35816667,19.76045556,642,Transit,Kepler-554,0.93,0.92,5447,2016,0
Kepler-1294 b,b,0.0304768,0.285,0.00105,0.07495,0.038,115.6862258,0,44.48819444,19.41787222,1120,Transit,Kepler-1294,0.99,0.97,5776,2016,0
Kepler-1282 b,b,0.0115843,0.138,0.0007,0.0283,0.0145,2.13194651,0,46.69833333,19.34507778,1126,Transit,Kepler-1282,0.92,0.89,5504,2016,0
Kepler-740 b,b,0.0690043,0.408,0.00079,0.07021,0.0355,3.58410122,0,46.69244444,19.09881667,1262,Transit,Kepler-740,0.91,0.87,5438,2016,0
HD 16417 b,b,0.0669595,,,,,17.24,0.2,-34.57734444,2.616283333,25.7798,RV,HD 16417,1.115,1.45645,5817,2009,0
Kepler-15 b,b,0.662431,0.96,0.07,0.06,0.065,4.942782,0.133933,49.14008333,19.74670694,,Transit,Kepler-15,1.018,0.992,5515,2011,0
HD 205739 b,b,1.48708,,,,,279.8,0.27,-31.73728611,21.63566389,107.759,RV,HD 205739,1.22,1.46292,6176,2008,0
Kepler-851 b,b,0.0124487,0.15,0.0024,0.0406,0.0215,8.50699658,0,49.14016667,19.64535278,869,Transit,Kepler-851,0.89,0.85,5455,2016,0
Kepler-1342 b,b,0.0123008,0.148,0.00094,0.03106,0.016,2.21571036,0,43.43255556,19.80133889,941,Transit,Kepler-1342,0.93,0.9,5527,2016,0
Kepler-781 b,b,0.0250657,0.258,0.0054,0.0596,0.0325,13.2140732,0,47.41480556,19.17690833,1036,Transit,Kepler-781,0.81,0.78,5162,2016,0
Kepler-1161 b,b,0.0158698,0.19,0.00789,0.04911,0.0285,10.71252541,0,45.44063889,19.93847222,428,Transit,Kepler-1161,0.59,0.57,4253,2016,0
CoRoT-16 b,b,0.537982,1.17,0.14,0.16,0.15,5.35227,0.33,-6.002583333,18.56830917,840,Transit,CoRoT-16,1.098,1.19,5650,2012,0
HD 216770 b,b,0.646927,,,,,118.45,0.37,-26.65833056,22.93154444,35.5745,RV,HD 216770,0.9,1.03957,5423,2004,0
HD 136418 b,b,1.9935,,,,,464.3,0.255,41.73364722,15.31838889,98.2318,RV,HD 136418,1.33,3.83357,4972,2010,0
Kepler-907 b,b,0.00553813,0.107,0.00028,0.00872,0.0045,15.86621821,0,41.63275,19.03177222,352,Transit,Kepler-907,1.08,1.38,6106,2016,0
Kepler-1402 b,b,0.00111394,0.068,0.00016,0.01284,0.0065,2.03387914,0,48.96813889,19.45652222,681,Transit,Kepler-1402,0.9,0.87,5416,2016,0
Kepler-98 b,b,0.0111695,0.177536,0.0196271,0.0196271,0.0196271,1.54168,0,37.9645,19.04411028,,Transit,Kepler-98,0.99,1.11,5539,2014,0
beta Pic b,b,9,,,,,7154,0.021,-51.06671389,5.788077778,19.3,Imaging,beta Pic,1.75,,,2009,0
Kepler-1259 b,b,0.0101747,0.128,0.00036,0.01464,0.0075,0.66308526,0,46.96769444,19.8561,704,Transit,Kepler-1259,0.8,0.77,5053,2016,0
Kepler-1142 b,b,0.0109866,0.131,0.00201,0.05199,0.027,18.3027248,0,44.08233333,19.51429444,697,Transit,Kepler-1142,0.97,0.96,5685,2016,0
HD 188015 b,b,1.46957,,,,,461.2,0.137,28.10059722,19.86791944,57.0125,RV,HD 188015,1.056,1.03281,5745.68,2005,0
WASP-59 b,b,0.859095,0.775,0.068,0.068,0.068,7.919585,0.1,24.88927778,23.30820556,125,Transit,WASP-59,0.719,0.613,4650,2013,0
WASP-54 b,b,0.63273,1.653,0.09,0.083,0.0865,3.6936411,0.067,-0.128055556,13.69695222,200,Transit,WASP-54,1.213,1.828,6100,2013,0
HAT-P-8 b,b,1.29336,1.5,0.07,0.07,0.07,3.076337,0,35.44708333,22.86940611,230.001,Transit,HAT-P-8,1.28,1.58,6200,2009,0
Kepler-1533 b,b,0.0363708,0.309,0.00044,0.19356,0.097,308.5471,0,44.71344444,19.73170278,852,Transit,Kepler-1533,1.31,1.51,6431,2016,0
WASP-15 b,b,0.542797,1.379,0.067,0.058,0.0625,3.7521,0,-32.15961111,13.92852917,,Transit,WASP-15,1.18,1.477,6300,2009,0
Kepler-425 b,b,1,0.978,0.022,0.022,0.022,3.79701816,0,40.56772222,19.35720083,650,Transit,Kepler-425,0.93,0.86,5170,2010,0
Kepler-767 b,b,0.121945,0.592,0.00151,0.12449,0.063,161.5280101,0,38.03583333,19.43861111,1185,Transit,Kepler-767,0.96,0.94,5694,2016,0
XO-4 b,b,1.60254,1.33,0.05,0.05,0.05,4.1250828,0,58.26805556,7.359212778,293,Transit,XO-4,1.32,,,2008,0
WASP-48 b,b,0.984236,1.67,0.08,0.08,0.08,2.143634,0,55.47313889,19.41082889,,Transit,WASP-48,1.19,1.75,5920,2011,0
Kepler-566 b,b,0.0160703,0.192,0.00079,0.02321,0.012,18.42794624,0,47.81447222,19.43696667,628,Transit,Kepler-566,0.83,0.79,5132,2016,0
WASP-32 b,b,3.45362,1.1,0.04,0.04,0.04,2.718661,0,1.200194444,0.264123889,,Transit,WASP-32,1.07,1.09,6140,2010,0
OGLE-TR-211 b,b,0.757277,1.36,0.18,0.09,0.135,3.67724,0,-62.45561111,10.67066389,,Transit,OGLE-TR-211,1.33,1.64,6325,2008,0
gamma Cep b,b,1.51728,,,,,905.574,0.12,77.63196667,23.65582778,14.1024,RV,gamma Cep,1.26,5.01,4764,1988,0
Kepler-1182 b,b,0.0186391,0.215,0.00009,0.09891,0.0495,11.17394617,0,43.82136111,19.75386389,1258,Transit,Kepler-1182,1.04,1.05,5924,2016,0
Kepler-617 b,b,0.00774372,0.118,0.00063,0.01137,0.006,1.68269615,0,47.51630556,18.91604722,150,Transit,Kepler-617,0.51,0.48,3712,2016,0
Kepler-1035 b,b,0.00501732,0.104,0.0004,0.0346,0.0175,2.71407755,0,42.8825,19.26948056,408,Transit,Kepler-1035,0.98,0.97,5763,2016,0
GJ 86 b,b,4.00104,,,,,15.76491,0.0416,-50.82531389,2.173333333,10.7828,RV,GJ 86,0.796,0.748264,5150.54,2000,0
Kepler-470 b,b,1,1.288,0.00006,0.75794,0.379,24.66919569,0,50.37230556,19.80063056,989,Transit,Kepler-470,1.4,1.66,6613,2016,0
Kepler-1637 b,b,0.00189081,0.079,0.00012,0.02388,0.012,6.10960324,0,48.15430556,18.81578889,506,Transit,Kepler-1637,1.02,1.02,5789,2016,0
Kepler-1346 b,b,0.0117956,0.141,0.00051,0.06849,0.0345,3.40165668,0,45.17916667,19.45608611,1123,Transit,Kepler-1346,1.14,1.21,6133,2016,0
HD 8574 b,b,1.80603,,,,,227,0.297,28.56707778,1.420097222,44.5633,RV,HD 8574,1.122,1.42266,6049.74,2003,0
HD 82886 b,b,1.30477,,,,,705,0.066,34.78082778,9.595880555,125,RV,HD 82886,1.06,3.83685,5112,2011,0
HD 179949 b,b,0.902075,,,,,3.092514,0.022,-24.17910556,19.25920833,27.5482,RV,HD 179949,1.181,1.22645,6168.3,2001,0
Kepler-1167 b,b,0.0126737,0.153,0.00093,0.02107,0.011,1.00393374,0,47.69402778,19.88684722,811,Transit,Kepler-1167,0.79,0.75,4971,2016,0
HD 2952 b,b,1.62021,,,,,311.6,0.129,54.89508056,0.552866667,115.207,RV,HD 2952,2.54,11.4311,4844,2013,0
Kepler-1063 b,b,0.0115494,0.133,0.0006,0.0524,0.0265,14.07971466,0,38.14297222,19.36845,365,Transit,Kepler-1063,1.09,1.14,5945,2016,0
Kepler-1340 b,b,0.0115843,0.138,0.00037,0.08563,0.043,0.66502692,0,42.47277778,19.74885278,1421,Transit,Kepler-1340,1.27,1.42,6331,2016,0
HD 28678 b,b,1.8997,,,,,387.1,0.168,4.575319444,4.523736111,227,RV,HD 28678,2.03,6.33673,5052,2011,0
WASP-56 b,b,0.605385,1.092,0.035,0.033,0.034,4.617101,0,23.05563889,12.22441833,255,Transit,WASP-56,1.107,1.112,5600,2013,0
Kepler-540 b,b,0.0223911,0.242,0.00039,0.05661,0.0285,172.7049784,0,44.87397222,19.37501667,350,Transit,Kepler-540,1.02,1.08,5946,2016,0
HATS-6 b,b,0.319,0.998,0.019,0.019,0.019,3.3252725,0,-19.03138889,5.876453055,148.4,Transit,HATS-6,0.574,0.57,3724,2015,0
Kepler-739 b,b,0.0330424,0.296,0.00256,0.06744,0.035,12.53248465,0,46.57913889,19.33786667,1128,Transit,Kepler-739,0.93,0.9,5601,2016,0
Kepler-515 b,b,0.0107116,0.13,0.00023,0.00877,0.0045,19.96371318,0,52.05561111,19.36626111,255,Transit,Kepler-515,0.9,0.83,5293,2016,0
Kepler-947 b,b,0.0172355,0.203,0.00044,0.04156,0.021,26.9644317,0,42.25266667,19.62444722,1188,Transit,Kepler-947,0.9,0.87,5508,2016,0
Kepler-1560 b,b,0.00189081,0.079,0.00044,0.02356,0.012,3.03195744,0,43.21597222,19.518975,529,Transit,Kepler-1560,1.02,1.02,5815,2016,0
Kepler-1230 b,b,0.0223911,0.242,0.00081,0.06919,0.035,9.95661537,0,41.71144444,18.8843,1433,Transit,Kepler-1230,1.06,1.08,5961,2016,0
Kepler-923 b,b,0.00890695,0.123,0.00043,0.04257,0.0215,6.93366476,0,40.05516667,19.61140556,966,Transit,Kepler-923,1.11,1.26,5988,2016,0
CoRoT-8 b,b,0.216078,0.57,0.02,0.02,0.02,6.21229,0,1.426444445,19.43923333,380.228,Transit,CoRoT-8,0.88,0.77,5080,2010,0
Kepler-723 b,b,1,1.088,0.00009,0.21091,0.1055,4.08227507,0,44.65813889,18.98869722,965,Transit,Kepler-723,0.92,0.89,5539,2016,0
Kepler-844 b,b,0.0124487,0.15,0.00007,0.02693,0.0135,2.61302086,0,48.77411111,19.19051389,394,Transit,Kepler-844,0.59,0.57,4128,2016,0
Kepler-1283 b,b,0.014034,0.17,0.0007,0.0973,0.049,12.9460978,0,40.77697222,19.69748889,1452,Transit,Kepler-1283,1.16,1.25,6175,2016,0
Kepler-1430 b,b,0.00518721,0.105,0.00098,0.01402,0.0075,2.46050993,0,43.37208333,19.31316667,541,Transit,Kepler-1430,0.77,0.72,4796,2016,0
Kepler-1069 b,b,0.0119381,0.143,0.00122,0.03878,0.02,23.8990296,0,47.989,19.39862222,435,Transit,Kepler-1069,0.99,0.98,5722,2016,0
Kepler-1324 b,b,0.0121297,0.135,0.00077,0.01423,0.0075,4.11584468,0,40.31122222,19.41233056,522,Transit,Kepler-1324,0.78,0.73,4776,2016,0
CoRoT-20 b,b,4.24,0.84,0.04,0.04,0.04,9.24285,0.562,0.226888889,6.514694445,1230,Transit,CoRoT-20,1.14,1.02,5880,2012,0
HD 96167 b,b,0.68457,,,,,498.9,0.71,-10.29128333,11.08752778,86.9565,RV,HD 96167,1.31,1.98284,5770,2009,0
HD 43197 b,b,0.596868,,,,,327.8,0.83,-29.89730278,6.226544445,56.3063,RV,HD 43197,0.96,1.19673,5508,2010,0
Kepler-912 b,b,0.0236826,0.25,0.00053,0.11947,0.06,2.53475627,0,41.75833333,19.87408056,1265,Transit,Kepler-912,1.07,1.11,5998,2016,0
Kepler-514 b,b,0.0126737,0.153,0.00028,0.04172,0.021,5.65179605,0,50.24241667,19.08314722,489,Transit,Kepler-514,1.28,1.44,6106,2016,0
Kepler-998 b,b,0.0176872,0.207,0.00042,0.08058,0.0405,5.65377733,0,49.20875,19.78361111,996,Transit,Kepler-998,1.12,1.18,6058,2016,0
Kepler-1335 b,b,0.010441,0.129,0.00102,0.01598,0.0085,6.26406846,0,42.07044444,18.98922778,628,Transit,Kepler-1335,0.77,0.74,4903,2016,0
Kepler-1601 b,b,0.00142986,0.073,0.00019,0.03081,0.0155,2.20921951,0,38.07975,19.03419722,660,Transit,Kepler-1601,1.04,1.07,5869,2016,0
Kepler-659 b,b,0.01966,0.223,0.00398,0.04602,0.025,17.671796,0,47.50969444,19.17388056,688,Transit,Kepler-659,0.79,0.74,4870,2016,0
Kepler-1332 b,b,0.00866602,0.122,0.00076,0.01124,0.006,11.87456832,0,43.91366667,19.40190556,515,Transit,Kepler-1332,0.95,0.9,5581,2016,0
Kepler-814 b,b,0.0157709,0.189,0.00225,0.08675,0.0445,6.1469851,0,48.43163889,18.99403333,1327,Transit,Kepler-814,1.15,1.22,6162,2016,0
Kepler-1168 b,b,0.01966,0.223,0.00137,0.02663,0.014,55.8226539,0,47.45544444,19.15318056,911,Transit,Kepler-1168,0.87,0.82,5157,2016,0
Kepler-955 b,b,0.0291691,0.279,0.00094,0.03806,0.0195,14.53244172,0,40.26980556,19.23143056,637,Transit,Kepler-955,0.89,0.84,5350,2016,0
Kepler-1328 b,b,0.00266535,0.087,0.00037,0.02563,0.013,4.52158888,0,44.41777778,18.97835833,630,Transit,Kepler-1328,1,0.99,5780,2016,0
Kepler-663 b,b,0.0208973,0.232,0.00114,0.03086,0.016,4.99678284,0,47.94666667,19.85388333,1030,Transit,Kepler-663,0.86,0.82,5264,2016,0
Kepler-624 b,b,0.0175728,0.206,0.00019,0.04981,0.025,14.58649607,0,39.53966667,19.67955833,731,Transit,Kepler-624,1.1,1.18,6117,2016,0
Kepler-1526 b,b,0.0188877,0.217,0.00018,0.04282,0.0215,3.908632,0,38.86641667,19.00798056,576,Transit,Kepler-1526,0.73,0.69,4601,2016,0
Kepler-699 b,b,1,1.259,0.00035,0.23165,0.116,27.80756293,0,41.39608333,19.79254722,888,Transit,Kepler-699,0.81,0.78,5330,2016,0
WASP-23 b,b,0.872226,0.962,0.0515,0.0515,0.0515,2.9444256,0,-42.76138889,6.741847222,,Transit,WASP-23,0.78,0.765,5150,2011,0
Kepler-594 b,b,0.0162741,0.194,0.00073,0.03227,0.0165,13.64618192,0,49.76202778,19.26143889,742,Transit,Kepler-594,0.91,0.87,5485,2016,0
11 Com b,b,16.1284,,,,,326.03,0.231,17.79265278,12.34530361,88.8889,RV,11 Com,2.04,12.0698,4830,2008,0
HD 145377 b,b,5.78201,,,,,103.95,0.307,-27.07820833,16.19345278,55.0358,RV,HD 145377,1.12,1.00052,6046,2009,0
Kepler-1554 b,b,0.0252452,0.259,0.00081,0.04419,0.0225,198.088774,0,41.74147222,19.10507778,982,Transit,Kepler-1554,0.84,0.81,5297,2016,0
Kepler-650 b,b,0.0261661,0.264,0.00035,0.08465,0.0425,3.03214559,0,45.15427778,19.266725,805,Transit,Kepler-650,1.08,1.35,5849,2016,0
Kepler-1429 b,b,0.00709482,0.115,0.00068,0.04232,0.0215,4.48487493,0,49.04486111,19.02441667,1156,Transit,Kepler-1429,1.05,1.07,5902,2016,0
CoRoT-25 b,b,0.27,1.08,0.3,0.1,0.2,4.86069,0,6.969777778,18.65003417,1000,Transit,CoRoT-25,1.09,1.19,6040,2013,0
omicron CrB b,b,1.47736,,,,,187.83,0.191,29.61631111,15.33573333,82.7815,RV,omicron CrB,2.13,10.5,4749,2012,0
Kepler-954 b,b,0.0176872,0.207,0.00016,0.01384,0.007,16.78176602,0,47.9395,19.72395833,224,Transit,Kepler-954,0.82,0.76,4990,2016,0
Kepler-1408 b,b,0.00189081,0.079,0.00032,6.16068,3.0805,2.99793191,0,45.42577778,18.84666389,426,Transit,Kepler-1408,1.21,1.35,6170,2016,0
Kepler-779 b,b,0.00215846,0.082,0.00072,0.01128,0.006,7.09714223,0,44.31088889,19.04190278,224,Transit,Kepler-779,0.46,0.44,3804,2016,0
OGLE-TR-132 b,b,1.18,1.2,0.15,0.11,0.13,1.689868,0,-61.95719444,10.84297778,172.414,Transit,OGLE-TR-132,1.305,1.32,6210,2004,0
beta Gem b,b,2.75822,,,,,589.64001,0.02,28.02631111,7.755377778,10.3584,RV,beta Gem,2.08,8.15609,4935,1993,0
Kepler-633 b,b,0.0120821,0.145,0.00036,0.04664,0.0235,8.50340718,0,40.59225,19.68116111,634,Transit,Kepler-633,1.02,1.15,5899,2016,0
Kepler-1159 b,b,0.0181548,0.211,0.00053,0.12447,0.0625,22.70816791,0,45.20430556,19.61775556,1238,Transit,Kepler-1159,1.19,1.28,6217,2016,0
Kepler-1443 b,b,0.00266535,0.087,0.00148,0.02652,0.014,2.41811321,0,47.06686111,18.89571667,475,Transit,Kepler-1443,1.19,1.27,6289,2016,0
Pr 201 b,b,0.540155,,,,,4.4264,0,20.22688889,8.695506389,170,RV,Pr 201,1.234,1.12943,6174,2012,0
Kepler-541 b,b,0.0340314,0.3,0.00106,0.10094,0.051,5.08005848,0,38.45825,19.60997778,1020,Transit,Kepler-541,1.41,2.06,6166,2016,0
WASP-52 b,b,0.457165,1.27,0.03,0.03,0.03,1.7497798,0,8.761277777,23.23298889,140,Transit,WASP-52,0.87,0.79,5000,2013,0
Kepler-1186 b,b,0.0167991,0.199,0.00013,0.05187,0.026,16.07677615,0,47.10177778,19.231975,1112,Transit,Kepler-1186,0.95,0.93,5635,2016,0
Kepler-927 b,b,0.0126737,0.153,0.00063,0.04837,0.0245,9.1149903,0,41.39269444,19.29223333,879,Transit,Kepler-927,0.99,0.99,5743,2016,0
Kepler-660 b,b,0.020474,0.229,0.00065,0.02435,0.0125,9.27358194,0,47.72444444,19.20921667,564,Transit,Kepler-660,0.75,0.71,4779,2016,0
Kepler-1385 b,b,0.00164848,0.076,0.00034,0.02966,0.015,2.88879862,0,46.48111111,18.84209167,527,Transit,Kepler-1385,1.15,1.29,5732,2016,0
HD 240210 b,b,7.28868,,,,,501.75,0.15,57.02944444,23.17478611,142.857,RV,HD 240210,1.25,17.2701,4290,2009,0
Kepler-1255 b,b,0.0176872,0.207,0.00073,0.08227,0.0415,36.2919336,0,42.72647222,19.68261944,1344,Transit,Kepler-1255,1.08,1.12,6018,2016,0
Kepler-906 b,b,0.0156727,0.188,0.00054,0.01746,0.009,41.6979976,0,40.1255,19.42703611,758,Transit,Kepler-906,1.06,1.02,6035,2016,0
Kepler-1625 b,b,0.123396,0.541,0.00121,0.12379,0.0625,287.378949,0,39.88655556,19.69528889,1213,Transit,Kepler-1625,0.96,0.94,5677,2016,0
Kepler-77 b,b,0.430957,0.96,0.016,0.016,0.016,3.57878087,0,44.34541667,19.30719694,570,Transit,Kepler-77,0.95,0.99,5520,2013,0
Kepler-719 b,b,0.4002,0.76,0.00019,0.24281,0.1215,5.00731778,0,43.88444444,19.70240833,1427,Transit,Kepler-719,0.99,0.98,5777,2016,0
HD 109749 b,b,0.27467,,,,,5.24,0,-40.81210278,12.62125,56.2746,RV,HD 109749,1.21,1.10733,5903,2006,0
Kepler-1455 b,b,0.0161718,0.193,0.00185,0.02515,0.0135,49.276764,0,50.50277778,19.60553611,392,Transit,Kepler-1455,0.62,0.6,4075,2016,0
