NAME,COMP,MASS,R,RUPPER,RLOWER,UR,PER,ECC,DEC,RA,DIST,PLANETDISCMETH,STAR,MSTAR,RSTAR,TEFF,DATE,MULT
,,mjupiter,rjupiter,rjupiter,rjupiter,rjupiter,day,,deg,hr,pc,,,msun,rsun,k,,
Kepler-1135 b,b,0.0136174,0.165,0.00019,0.04281,0.0215,76.957857,0,44.75658333,19.06686389,728,Transit,Kepler-1135,0.96,0.94,5656,2016,0
Kepler-1209 b,b,0.0121297,0.135,0.00032,0.04468,0.0225,25.369116,0,49.15480556,19.172325,558,Transit,Kepler-1209,1.23,1.38,6210,2016,0
Kepler-1019 b,b,0.0107116,0.13,0.00007,0.01793,0.009,1.41122985,0,47.20444444,18.91450278,198,Transit,Kepler-1019,0.7,0.67,4433,2016,0
Kepler-484 b,b,0.0172355,0.203,0.0004,0.0096,0.005,10.04556931,0,46.24908333,18.95961944,377,Transit,Kepler-484,0.96,0.87,5668,2016,0
Kepler-1456 b,b,0.00468851,0.102,0.00103,0.01997,0.0105,18.1373829,0,43.82277778,19.12968889,379,Transit,Kepler-1456,0.64,0.62,4231,2016,0
GJ 3341 b,b,0.0208212,,,,,14.207,0.31,-31.29583333,5.262966667,,RV,GJ 3341,0.47,0.439,3526,2015,0
Kepler-1290 b,b,0.00991268,0.127,0.00085,0.03015,0.0155,4.69500134,0,43.85963889,19.37901667,1321,Transit,Kepler-1290,0.95,0.93,5660,2016,0
Kepler-962 b,b,0.0145548,0.176,0.00063,0.01337,0.007,12.05707239,0,46.2375,19.68754167,439,Transit,Kepler-962,0.93,0.86,5478,2016,0
WASP-22 b,b,0.559059,1.12,0.04,0.04,0.04,3.53269,0.023,-23.81969444,3.521201111,303.03,Transit,WASP-22,1.1,1.13,6000,2010,0
Kepler-468 b,b,1,1.19,0.00009,0.05491,0.0275,38.47875707,0,49.3705,19.26015,474,Transit,Kepler-468,0.96,0.87,5498,2016,0
Kepler-640 b,b,0.0203354,0.228,0.00005,0.02695,0.0135,22.24813967,0,42.13166667,19.73548056,538,Transit,Kepler-640,1.01,0.94,5653,2016,0
Kepler-503 b,b,0.145002,0.559,0.00016,0.17884,0.0895,7.25844721,0,38.70766667,19.37576667,888,Transit,Kepler-503,1.01,1.01,5754,2016,0
WASP-2 b,b,0.908659,1.077,0.055,0.058,0.0565,2.1522254,0,6.429527778,20.51503611,165.837,Transit,WASP-2,0.88,0.84,5200,2007,0
Kepler-1076 b,b,0.00129651,0.071,0.00051,0.00649,0.0035,6.14727918,0,51.06058333,19.17267222,199,Transit,Kepler-1076,0.79,0.74,4868,2016,0
HD 164922 b,b,0.357927,,,,,1155,0.05,26.31446667,18.04183611,22.119,RV,HD 164922,0.927,0.899472,5385.36,2006,0
tau Gru b,b,1.2147,,,,,1311,0.07,-48.59808889,22.89381667,32.6158,RV,tau Gru,1.238,1.54911,5999.24,2003,0
WASP-34 b,b,0.583354,1.22,0.11,0.08,0.095,4.3176782,0.038,-23.86063889,11.02663722,120,Transit,WASP-34,1.01,0.93,5700,2011,0
HD 96063 b,b,1.14167,,,,,361.1,0,-2.513175,11.07901111,158,RV,HD 96063,1.41,3.66196,5131,2011,0
Kepler-490 b,b,1,1.039,0.00008,0.41692,0.2085,3.26869515,0,46.956,19.66837778,1249,Transit,Kepler-490,1.08,1.12,6045,2016,0
Kepler-1466 b,b,0.0115843,0.138,0.00062,0.03838,0.0195,31.1750448,0,44.60986111,19.32208056,686,Transit,Kepler-1466,1.01,1.02,5884,2016,0
Kepler-630 b,b,0.0302544,0.284,0.0003,0.0597,0.03,161.4743937,0,39.94244444,19.56180278,657,Transit,Kepler-630,1.02,1.04,5829,2016,0
Kepler-423 b,b,1,1.2,0.065,0.065,0.065,2.68432848,0.0102,46.39116667,19.52371611,,Transit,Kepler-423,1.07,0.99,5790,2014,0
HAT-P-22 b,b,2.15137,1.08,0.058,0.058,0.058,3.21222,0.016,50.12833333,10.37877472,82.0001,Transit,HAT-P-22,0.916,1.04,5302,2011,0
51 Eri b,b,,0.76,,,,,,-2.473391666,4.626697222,29.4291,Imaging,51 Eri,1.75,,,2015,0
Kepler-1374 b,b,0.0173469,0.204,0.00119,0.03281,0.017,10.65276707,0,45.17227778,19.42333333,1135,Transit,Kepler-1374,0.85,0.81,5323,2016,0
Kepler-1041 b,b,0.0257931,0.262,0.00009,0.10191,0.051,24.7576421,0,49.68316667,19.59211667,979,Transit,Kepler-1041,1.06,1.08,5957,2016,0
WASP-28 b,b,0.907,1.213,0.042,0.042,0.042,3.40883,0,-1.580055556,23.57440833,410,Transit,WASP-28,1.021,1.094,6150,2014,0
CoRoT-7 b,b,0.014,0.143989,0.009113,0.009113,0.009113,0.85359163,0,-1.063027778,6.730408334,149.925,Transit,CoRoT-7,0.93,0.87,5275,2009,0
Kepler-1418 b,b,0.0123008,0.148,0.00073,0.01827,0.0095,22.4764425,0,41.67855556,18.86649722,499,Transit,Kepler-1418,0.77,0.72,4770,2016,0
HD 5608 b,b,1.47372,,,,,792.6,0.19,33.95105833,0.970608333,56.3698,RV,HD 5608,1.66,5.5,4911,2012,0
Kepler-584 b,b,0.0583181,0.376,0.00207,0.18993,0.096,35.1810304,0,42.41361111,19.21537222,1445,Transit,Kepler-584,1.17,1.24,6195,2016,0
Kepler-733 b,b,0.0240196,0.252,0.00409,0.05391,0.029,20.83424726,0,45.91469444,19.53455278,980,Transit,Kepler-733,0.9,0.86,5418,2016,0
Kepler-1200 b,b,0.00364938,0.095,0.00052,0.01148,0.006,1.11854972,0,44.12925,19.77356389,579,Transit,Kepler-1200,0.74,0.7,4612,2016,0
Kepler-1207 b,b,0.0120821,0.145,0.00323,0.05777,0.0305,13.68237119,0,49.359,19.67095,946,Transit,Kepler-1207,1.06,1.06,5909,2016,0
Kepler-1096 b,b,0.00628541,0.111,0.00526,0.03474,0.02,2.89221751,0,45.9695,19.64729167,344,Transit,Kepler-1096,0.66,0.63,4306,2016,0
Kepler-1491 b,b,0.0121297,0.135,0.00088,0.04212,0.0215,16.5861762,0,45.74063889,19.57531667,1312,Transit,Kepler-1491,1,0.99,5728,2016,0
HATS-1 b,b,1.86507,1.302,0.162,0.098,0.13,3.446459,0.12,-23.35483333,11.70168889,303,Transit,HATS-1,0.986,1.038,5870,2013,0
Kepler-1559 b,b,0.00090084,0.064,0.00042,0.00958,0.005,0.97191543,0,42.07244444,19.48577222,580,Transit,Kepler-1559,0.86,0.82,5316,2016,0
HD 80606 b,b,3.89054,1.029,0.017,0.017,0.017,111.4367,0.934,50.60370556,9.377091666,58.4795,RV,HD 80606,0.958,0.98,5572.51,2001,0
Kepler-471 b,b,1,1.335,0.00005,0.74795,0.374,5.01423457,0,43.49758333,19.93983611,1373,Transit,Kepler-471,1.49,1.8,6733,2016,0
Kepler-1511 b,b,0.0124487,0.15,0.00049,0.08251,0.0415,23.2382792,0,43.17980556,19.22808056,897,Transit,Kepler-1511,1.17,1.29,6064,2016,0
Kepler-45 b,b,0.511499,0.96,0.11,0.11,0.11,2.455239,0.11,41.06425,19.52485972,333,Transit,Kepler-45,0.59,0.55,3820,2011,0
Kepler-1195 b,b,0.0154788,0.186,0.00154,0.03046,0.016,8.49642241,0,40.85297222,18.95673889,812,Transit,Kepler-1195,0.74,0.71,4965,2016,0
Kepler-665 b,b,0.0208973,0.232,0.00126,0.02474,0.013,16.01310205,0,48.47858333,19.80170833,651,Transit,Kepler-665,0.79,0.74,4913,2016,0
Kepler-950 b,b,0.305222,0.801,0.0036,0.2094,0.1065,98.7180406,0,41.13033333,19.19710556,1489,Transit,Kepler-950,1.02,1.02,5857,2016,0
WASP-78 b,b,0.883997,1.7,0.11,0.11,0.11,2.17517656,0,-22.11641667,4.250418056,550,Transit,WASP-78,1.33,2.2,6100,2012,0
HD 86264 b,b,6.62738,,,,,1475,0.7,-15.89496111,9.949402777,68.7758,RV,HD 86264,1.4,1.49917,6326,2009,0
Kepler-942 b,b,0.0158698,0.19,0.00269,0.02531,0.014,44.96417488,0,44.14980556,19.663675,218,Transit,Kepler-942,0.81,0.75,4861,2016,0
Kepler-1094 b,b,0.0302544,0.284,0.00063,0.14737,0.074,78.1000231,0,38.26702778,19.48675,1371,Transit,Kepler-1094,1.14,1.21,6112,2016,0
Kepler-1194 b,b,0.0121297,0.135,0.00067,0.01833,0.0095,16.22371307,0,38.14527778,19.44663611,616,Transit,Kepler-1194,0.94,0.92,5590,2016,0
8 UMi b,b,1.52093,,,,,93.4,0.06,74.90091389,14.94675556,160,RV,8 UMi,1.8,9.9,4847.4,2015,0
Kepler-1291 b,b,0.0123008,0.148,0.00015,0.02485,0.0125,8.63043276,0,40.00113889,19.29180278,982,Transit,Kepler-1291,0.84,0.8,5216,2016,0
HD 216536 b,b,1.48058,,,,,148.6,0.38,44.4775,22.88443667,,RV,HD 216536,1.36,12.5,4639,2015,0
Kepler-728 b,b,0.0335331,0.298,0.00064,0.06236,0.0315,5.74347727,0,45.11552778,19.40615833,1236,Transit,Kepler-728,0.95,0.93,5660,2016,0
Kepler-669 b,b,0.0772573,0.431,0.00013,0.16287,0.0815,4.12554687,0,49.25397222,19.46241111,1778,Transit,Kepler-669,1.15,1.2,6038,2016,0
Kepler-1046 b,b,0.0126737,0.153,0.00036,0.02064,0.0105,14.37508035,0,46.99827778,19.78371667,518,Transit,Kepler-1046,1.04,1.04,5913,2016,0
iota Hor b,b,2.04683,,,,,302.8,0.14,-50.80082778,2.709211111,17.1674,RV,iota Hor,1.145,1.21047,6097.36,2000,0
Kepler-716 b,b,0.0252452,0.259,0.00368,0.04232,0.023,10.37168453,0,43.36388889,19.35954722,675,Transit,Kepler-716,0.83,0.78,5099,2016,0
Kepler-853 b,b,0.0125233,0.151,0.00007,0.06793,0.034,7.16892463,0,49.11033333,18.92912222,610,Transit,Kepler-853,1.3,1.55,6350,2016,0
Kepler-690 b,b,0.118744,0.531,0.00014,0.22986,0.115,7.74809437,0,39.77144444,19.63266111,1653,Transit,Kepler-690,1.11,1.16,5913,2016,0
Kepler-1500 b,b,0.00553813,0.107,0.00031,0.03269,0.0165,15.0330105,0,39.74458333,19.25888889,904,Transit,Kepler-1500,1,1,5845,2016,0
Kepler-1316 b,b,0.0383032,0.316,0.00068,0.08232,0.0415,87.9732136,0,40.29313889,19.92239167,753,Transit,Kepler-1316,1.04,1.12,5884,2016,0
Kepler-921 b,b,0.0247111,0.256,0.00012,0.09388,0.047,51.300634,0,49.19080556,18.97441389,847,Transit,Kepler-921,0.93,0.91,5663,2016,0
HD 192263 b,b,0.639382,,,,,24.3556,0.055,-0.867513889,20.2333,19.3162,RV,HD 192263,0.804,0.7401,4975.16,2000,0
Kepler-1079 b,b,0.0120821,0.145,0.00042,0.05358,0.027,13.24503188,0,45.76975,19.96996667,481,Transit,Kepler-1079,1.08,1.36,5758,2016,0
Kepler-771 b,b,0.0133743,0.162,0.00044,0.04656,0.0235,8.73485836,0,38.08844444,19.16293889,1000,Transit,Kepler-771,1.03,1.05,5906,2016,0
Kepler-707 b,b,0.00796813,0.119,0.00066,0.01634,0.0085,2.23749275,0,42.11647222,19.33383889,626,Transit,Kepler-707,0.8,0.76,5099,2016,0
Kepler-1211 b,b,0.0201979,0.227,0.00221,0.07179,0.037,11.01816836,0,40.85697222,19.04805278,1486,Transit,Kepler-1211,0.96,0.94,5705,2016,0
Kepler-1442 b,b,0.0495748,0.351,0.00141,0.06159,0.0315,81.4162941,0,48.84697222,19.41703889,525,Transit,Kepler-1442,1.34,1.44,6394,2016,0
Kepler-407 b,b,0,0.095459,0.00178428,0.00178428,0.00178428,0.6693109,0,49.6145,19.06908972,,Transit,Kepler-407,1,0.1,5476,2014,0
Kepler-756 b,b,0.00437411,0.1,0.00057,0.01643,0.0085,1.22486632,0,41.20108333,19.37386389,852,Transit,Kepler-756,0.82,0.79,5282,2016,0
TrES-3 b,b,1.91,1.336,0.031,0.037,0.034,1.30619,0,37.54616667,17.86861667,245.098,Transit,TrES-3,0.915,0.812,5650,2007,0
Kepler-695 b,b,0.542157,0.822,0.00038,0.11262,0.0565,3.04033042,0,40.82236111,19.95440556,620,Transit,Kepler-695,0.84,0.8,5181,2016,0
HD 90156 b,b,0.0565295,,,,,49.77,0.31,-29.64577222,10.39869444,22.3514,RV,HD 90156,0.84,0.920961,5599,2011,0
Kepler-786 b,b,0.0188877,0.217,0.00132,0.01568,0.0085,53.5293487,0,38.93927778,19.58293056,512,Transit,Kepler-786,0.81,0.74,4838,2016,0
Kepler-550 b,b,0.0642153,0.394,0.00042,0.05358,0.027,8.60010411,0,47.86375,19.84668333,563,Transit,Kepler-550,0.87,0.83,5322,2016,0
Pr 211 b,b,1.84394,,,,,2.1451,0,19.27702778,8.703192222,170,RV,Pr 211,0.952,0.868,5326,2012,0
Kepler-981 b,b,0.0175728,0.206,0.00058,0.04242,0.0215,4.46975774,0,47.65011111,19.28326111,913,Transit,Kepler-981,0.98,0.96,5718,2016,0
Kepler-6 b,b,0.669376,1.323,0.026,0.029,0.0275,3.234723,0,48.23994444,19.78915028,,Transit,Kepler-6,1.209,1.391,5647,2010,0
Kepler-501 b,b,0.060903,0.384,0.00028,0.10272,0.0515,5.64067757,0,41.73019444,19.81343611,1044,Transit,Kepler-501,1.03,1.04,5904,2016,0
HATS-13 b,b,0.542398,1.212,0.035,0.035,0.035,3.0440499,,-26.09638889,21.13076444,476,Transit,HATS-13,0.962,0.887,5523,2015,0
Kepler-1074 b,b,0.00648186,0.112,0.00382,0.02518,0.0145,5.94566534,0,46.25258333,18.96510278,245,Transit,Kepler-1074,0.6,0.57,4002,2016,0
Kepler-807 b,b,0.564429,0.93,0.00067,0.27233,0.1365,117.9310878,0,48.11980556,19.26801111,1312,Transit,Kepler-807,1.04,1.06,5965,2016,0
Kepler-939 b,b,0.0129028,0.156,0.00268,0.04332,0.023,14.878296,0,47.02683333,19.59104167,1029,Transit,Kepler-939,0.88,0.85,5471,2016,0
Kepler-1389 b,b,0.0130579,0.158,0.00026,0.01574,0.008,99.2530951,0,44.75841667,19.04782778,521,Transit,Kepler-1389,0.81,0.74,5078,2016,0
Kepler-1048 b,b,0.0120099,0.144,0.00087,0.01413,0.0075,6.92101021,0,42.16577778,18.79322222,415,Transit,Kepler-1048,0.75,0.7,4651,2016,0
WASP-95 b,b,1.13,1.21,0.06,0.06,0.06,2.184673,0,-48.00305556,22.49714722,,Transit,WASP-95,1.11,1.13,5830,2013,0
Kepler-831 b,b,0.00668223,0.113,0.00036,0.01464,0.0075,5.62153941,0,42.72766667,19.6657,577,Transit,Kepler-831,0.99,0.97,5732,2016,0
HD 68988 b,b,1.79992,,,,,6.27711,0.1249,61.46064444,8.306116667,54.5256,RV,HD 68988,1.124,1.10962,5960.48,2002,0
Kepler-637 b,b,0.0746947,0.424,0.00039,0.09461,0.0475,23.20584623,0,41.41688889,19.49448333,1575,Transit,Kepler-637,1.64,2.56,6096,2016,0
HAT-P-26 b,b,0.0586489,0.565,0.052,0.052,0.052,4.234516,0.124,4.060027777,14.21042694,134,Transit,HAT-P-26,0.816,0.788,5079,2011,0
Kepler-1252 b,b,0.0123746,0.149,0.00059,0.05741,0.029,15.0540329,0,46.69280556,19.93002222,828,Transit,Kepler-1252,1.06,1.09,5949,2016,0
Kepler-847 b,b,0.00518721,0.105,0.00086,0.01114,0.006,2.3432319,0,49.45102778,18.90031944,529,Transit,Kepler-847,0.83,0.77,4940,2016,0
Kepler-1355 b,b,0.0107116,0.13,0.00079,0.01921,0.01,1.28958811,0,49.06797222,18.91609444,963,Transit,Kepler-1355,0.88,0.83,5352,2016,0
HD 149143 b,b,1.32811,,,,,4.072,0.016,2.085038889,16.54751667,62.0347,RV,HD 149143,1.2,1.71219,5884,2006,0
Kepler-688 b,b,0.696016,0.871,0.00071,0.24329,0.122,3.89593684,0,39.30836111,19.64368333,1247,Transit,Kepler-688,0.98,0.96,5715,2016,0
Kepler-713 b,b,0.019398,0.221,0.00075,0.07025,0.0355,7.411141,0,43.02983333,19.7101,1003,Transit,Kepler-713,0.98,0.99,5785,2016,0
HD 79498 b,b,1.34632,,,,,1966.1,0.59,23.37592778,9.252633333,46.1042,RV,HD 79498,1.06,1.12815,5740,2012,0
Kepler-556 b,b,0.0169068,0.2,0.00054,0.02846,0.0145,11.72292176,0,38.94266667,19.36863056,729,Transit,Kepler-556,1,0.98,5740,2016,0
Kepler-883 b,b,0.0131362,0.159,0.00044,0.02656,0.0135,12.98495573,0,50.30033333,19.09557778,549,Transit,Kepler-883,1.06,1.09,6116,2016,0
Kepler-1181 b,b,0.0117248,0.14,0.00041,0.08059,0.0405,4.89337519,0,39.52347222,19.31648889,867,Transit,Kepler-1181,1.17,1.3,6176,2016,0
Kepler-897 b,b,0.0183949,0.213,0.00075,0.08025,0.0405,8.0472642,0,51.69583333,19.37245556,1147,Transit,Kepler-897,1.03,1.04,5839,2016,0
Kepler-1375 b,b,0.0128259,0.155,0.00027,0.09073,0.0455,3.3004192,0,43.40327778,19.75290278,1238,Transit,Kepler-1375,1.47,1.78,6704,2016,0
70 Vir b,b,7.46144,,,,,116.6884,0.4007,13.78018889,13.473875,17.9856,RV,70 Vir,1.101,1.59775,5544.6,1996,0
HD 102365 b,b,0.0509774,,,,,122.1,0.34,-40.50133333,11.775625,9.22084,RV,HD 102365,0.89,0.828702,5630,2011,0
Kepler-1276 b,b,0.0053608,0.106,0.00112,0.02688,0.014,12.5720095,0,40.54719444,19.19046667,587,Transit,Kepler-1276,1.14,1.21,6188,2016,0
Kepler-797 b,b,0.0162741,0.194,0.00069,0.05731,0.029,27.07237711,0,41.78169444,19.81393056,752,Transit,Kepler-797,0.96,0.95,5680,2016,0
Kepler-1066 b,b,0.0181548,0.211,0.00051,0.07349,0.037,1.93155984,0,46.50225,19.92443889,399,Transit,Kepler-1066,0.98,0.98,5762,2016,0
Kepler-1318 b,b,0.028747,0.277,0.00183,0.02617,0.014,213.257663,0,41.15075,19.35842222,475,Transit,Kepler-1318,0.73,0.7,4598,2016,0
CoRoT-11 b,b,2.34813,1.43,0.03,0.03,0.03,2.99433,0,5.937694444,18.71248611,558.971,Transit,CoRoT-11,1.27,1.37,6440,2010,0
Kepler-1415 b,b,0.00709482,0.115,0.00087,0.01713,0.009,0.63642408,0,47.87333333,19.01046111,1066,Transit,Kepler-1415,0.89,0.84,5267,2016,0
Kepler-443 b,b,0.0177875,0.20787,0.0169508,0.0196272,0.018289,177.6693,0,49.96863889,19.24070278,779,Transit,Kepler-443,0.738,0.706,4723,2010,0
Kepler-746 b,b,0.00422224,0.099,0.00044,0.01956,0.01,3.48159251,0,37.35511111,19.37881667,450,Transit,Kepler-746,0.91,0.93,5418,2016,0
Kepler-1348 b,b,0.0142915,0.173,0.00005,0.05895,0.0295,27.5722742,0,49.78877778,19.47249722,1033,Transit,Kepler-1348,1.04,1.04,5911,2016,0
GJ 436 b,b,0.0726979,0.3767,0.0082,0.0092,0.0087,2.64385,0.16,26.70854722,11.70291944,10.141,RV,GJ 436,0.452,0.464,3350,2004,0
Kepler-1231 b,b,0.00991268,0.127,0.00066,0.03734,0.019,10.41725184,0,42.60566667,19.239225,948,Transit,Kepler-1231,1.01,1,5778,2016,0
Kepler-815 b,b,0.055479,0.367,0.00043,0.04557,0.023,8.57503552,0,47.88138889,19.01474167,1199,Transit,Kepler-815,1.25,3.42,5028,2016,0
Kepler-578 b,b,0.0147338,0.178,0.00071,0.03529,0.018,1.6168837,0,39.56366667,19.25033056,568,Transit,Kepler-578,0.87,0.83,5334,2016,0
Kepler-609 b,b,0.0337813,0.299,0.00218,0.13182,0.067,6.52121067,0,44.70002778,19.48135556,1143,Transit,Kepler-609,1.09,1.14,5971,2016,0
Kepler-1606 b,b,0.015383,0.185,0.00155,0.03245,0.017,196.435224,0,43.07325,19.09188333,880,Transit,Kepler-1606,0.9,0.86,5422,2016,0
Kepler-926 b,b,0.0175728,0.206,0.00079,0.07121,0.036,52.0688601,0,40.70047222,19.31195556,771,Transit,Kepler-926,1.01,1.01,5806,2016,0
Kepler-544 b,b,0.0157709,0.189,0.00043,0.02857,0.0145,21.41616926,0,39.05183333,19.60193889,797,Transit,Kepler-544,1.16,1.22,6206,2016,0
WASP-37 b,b,1.79362,1.16,0.07,0.06,0.065,3.577469,0,1.064944444,14.79626667,343,Transit,WASP-37,0.925,1.003,5800,2011,0
HD 6718 b,b,1.5591,,,,,2496,0.1,-8.233752778,1.130152778,54.8546,RV,HD 6718,0.96,0.956629,5746,2010,0
HD 33636 b,b,9.26951,,,,,2127.7,0.4805,4.403872222,5.196205556,28.3688,RV,HD 33636,1.017,1.03374,5904.28,2002,0
Kepler-477 b,b,0.015383,0.185,0.00198,0.02502,0.0135,11.11990653,0,42.35536111,19.20450556,367,Transit,Kepler-477,0.87,0.79,5240,2016,0
Kepler-1327 b,b,0.0132944,0.161,0.00339,0.06661,0.035,14.88801098,0,50.46097222,19.27099167,688,Transit,Kepler-1327,1.02,1.03,5885,2016,0
Kepler-1128 b,b,0.0412428,0.326,0.00059,0.07641,0.0385,61.6178167,0,39.40344444,19.53755556,1163,Transit,Kepler-1128,0.94,0.91,5543,2016,0
HAT-P-40 b,b,0.6202,1.73,0.062,0.062,0.062,4.457243,0,45.45733333,22.36752722,501,Transit,HAT-P-40,1.512,2.206,6080,2012,0
HD 240237 b,b,5.31949,,,,,745.7,0.4,58.04325278,23.26172778,,RV,HD 240237,1.69,,4361,2012,0
Kepler-494 b,b,0.218701,0.637,0.00016,0.20684,0.1035,8.02511821,0,41.66402778,19.81427222,862,Transit,Kepler-494,1.1,1.26,6007,2016,0
rho CrB b,b,1.06409,,,,,39.8449,0.057,33.30538889,16.01744444,17.2354,RV,rho CrB,0.965,1.10084,5822.58,1997,0
Kepler-700 b,b,0.12013,0.534,0.00001,0.12599,0.063,80.8720639,0,41.56577778,19.14361944,1061,Transit,Kepler-700,0.98,0.96,5692,2016,0
Kepler-1549 b,b,0.020474,0.229,0.00078,0.03722,0.019,214.886545,0,39.09605556,19.07016111,792,Transit,Kepler-1549,0.88,0.84,5324,2016,0
Kepler-730 b,b,0.542157,0.822,0.00038,0.29862,0.1495,6.49168426,0,45.57886111,19.03698611,1455,Transit,Kepler-730,1,1.01,5726,2016,0
Kepler-1515 b,b,0.383964,0.852,0.0001,0.1259,0.063,214.3114164,0,48.17816667,19.39826111,504,Transit,Kepler-1515,1.3,1.41,6511,2016,0
Kepler-1424 b,b,0.00485109,0.103,0.00036,0.02464,0.0125,29.6091744,0,40.22933333,19.39944444,620,Transit,Kepler-1424,1.02,1.07,5838,2016,0
Kepler-731 b,b,1,1.238,0.00008,0.41992,0.21,3.85560355,0,45.56855556,19.75954444,1311,Transit,Kepler-731,1.03,1.06,5849,2016,0
Kepler-1338 b,b,0.00215846,0.082,0.00024,0.02576,0.013,0.93511806,0,41.69913889,18.93615556,619,Transit,Kepler-1338,1.04,1.05,5909,2016,0
Kepler-1440 b,b,0.00648186,0.112,0.00016,0.03284,0.0165,39.859484,0,48.31225,19.02313056,685,Transit,Kepler-1440,0.98,0.96,5698,2016,0
Kepler-1513 b,b,0.249782,0.755,0.00014,0.18786,0.094,160.8846509,0,39.28527778,19.31944167,384,Transit,Kepler-1513,0.99,0.97,5617,2016,0
HD 11977 b,b,7.40012,,,,,711,0.4,-67.64748056,1.915558333,67.0691,RV,HD 11977,2.31,8.14661,5067,2005,0
Kepler-1192 b,b,0.0181548,0.211,0.00121,0.03979,0.0205,25.2034787,0,43.89658333,18.80937222,1108,Transit,Kepler-1192,0.86,0.83,5438,2016,0
Kepler-1382 b,b,0.0138656,0.168,0.00027,0.06473,0.0325,16.3583055,0,39.04802778,19.691825,730,Transit,Kepler-1382,1.36,1.72,6161,2016,0
HD 73534 b,b,1.06828,,,,,1770,0.074,12.96060278,8.654408333,81.0373,RV,HD 73534,1.17,2.90137,4884,2009,0
Kepler-689 b,b,0.0250657,0.258,0.00104,0.05096,0.026,22.36656079,0,39.52175,19.647375,1044,Transit,Kepler-689,0.91,0.88,5518,2016,0
Kepler-1643 b,b,0.0174594,0.205,0.0011,0.0339,0.0175,5.34264507,0,44.751,20.02873333,414,Transit,Kepler-1643,0.92,0.88,5508,2016,0
Kepler-498 b,b,0.027323,0.27,0.00049,0.07451,0.0375,9.61375356,0,44.51875,19.35720833,746,Transit,Kepler-498,0.98,0.96,5744,2016,0
Kepler-863 b,b,0.0252452,0.259,0.0001,0.0899,0.045,15.59461874,0,43.24897222,19.84430278,1145,Transit,Kepler-863,0.96,0.95,5678,2016,0
HD 164604 b,b,2.6885,,,,,606.4,0.24,-28.56055,18.05193056,41.0678,RV,HD 164604,0.8,,,2010,0
Kepler-1356 b,b,0.0124263,0.136,0.00083,0.01817,0.0095,0.63400294,0,43.24394444,19.39968889,881,Transit,Kepler-1356,0.82,0.78,5106,2016,0
Kepler-1201 b,b,0.0173469,0.204,0.00228,0.11672,0.0595,15.18725932,0,40.83316667,19.64098889,1202,Transit,Kepler-1201,1.15,1.24,6177,2016,0
Kepler-1594 b,b,0.00364938,0.095,0.00042,0.03358,0.017,2.71603809,0,47.96191667,19.57487222,1100,Transit,Kepler-1594,1.06,1.08,5946,2016,0
Kepler-642 b,b,0.0252452,0.259,0.00039,0.16561,0.083,4.41745855,0,42.62497222,19.58896944,1022,Transit,Kepler-642,1.4,1.66,6570,2016,0
Kepler-1323 b,b,0.0124263,0.136,0.0001,0.0499,0.025,0.92990668,0,46.09888889,19.52481944,530,Transit,Kepler-1323,1.18,1.4,6169,2016,0
Kepler-928 b,b,0.0118667,0.142,0.00407,0.03493,0.0195,3.9324613,0,41.54283333,19.32804722,532,Transit,Kepler-928,0.73,0.7,4700,2016,0
HD 103774 b,b,0.368054,,,,,5.8881,0.09,-12.10786111,11.94879444,55.4631,RV,HD 103774,1.335,1.43364,6489,2013,0
Kepler-43 b,b,3.23143,1.2,0.06,0.06,0.06,3.024095,0,46.66822222,19.01605833,1950,Transit,Kepler-43,1.32,1.42,6041,2011,0
Kepler-76 b,b,1.96,,,,,1.545,0,39.619,19.61280778,,Transit,Kepler-76,1.12,1.12,6409,2013,0
Kepler-538 b,b,0.017125,0.202,0.00024,0.01676,0.0085,81.73780699,0,49.62344444,19.83246111,165,Transit,Kepler-538,0.96,0.9,5650,2016,0
KELT-6 b,b,0.43122,1.193,0.13,0.077,0.1035,7.8457,0.22,30.64002778,13.06545778,222,Transit,KELT-6,1.085,1.58,6102,2014,0
WASP-13 b,b,0.473883,1.407,0.052,0.052,0.052,4.3530135,0,33.88238889,9.340195,155,Transit,WASP-13,1.09,1.574,5950,2009,0
Kepler-683 b,b,0.0145548,0.176,0.00063,0.04437,0.0225,2.53918318,0,37.90566667,19.42933333,976,Transit,Kepler-683,0.96,0.95,5703,2016,0
Kepler-918 b,b,0.0128259,0.155,0.00058,0.05442,0.0275,4.85386933,0,48.26783333,19.88004722,1245,Transit,Kepler-918,1.11,1.14,6028,2016,0
Kepler-569 b,b,0.029815,0.282,0.00041,0.03459,0.0175,34.18890521,0,48.55261111,18.90048611,645,Transit,Kepler-569,0.95,0.93,5616,2016,0
HD 13931 b,b,1.88123,,,,,4218,0.02,43.77344167,2.279805555,44.2282,RV,HD 13931,1.022,1.22417,5829,2010,0
HAT-P-18 b,b,0.197205,0.995,0.052,0.052,0.052,5.508023,0.084,33.01247222,17.08976417,166,Transit,HAT-P-18,0.77,0.749,4803,2011,0
Kepler-672 b,b,0.01966,0.223,0.00082,0.04418,0.0225,38.3774623,0,49.48088889,19.44813333,1011,Transit,Kepler-672,0.95,0.92,5627,2016,0
Kepler-1518 b,b,0.0277215,0.272,0.00114,0.13686,0.069,5.11177904,0,44.98613889,20.02215833,1140,Transit,Kepler-1518,1.54,1.88,6846,2016,0
