STAR,MSINI,MSTAR,HIPP,V,VURL,VREF,TEFF,LOGG,DIST,BMV,J,H,VSINI,RHK,MASSREF,MASSURL,KS,SPECREF,SPECURL,BINARYREF,BINARYURL,NAME,OTHERNAME,COMP,HD,HR,SAO,GL,BINARY,BINARYURL,BINARYREF,RA,DEC,RA_STRING,DEC_STRING,KEPID,KOI,KDE,EOD,MICROLENSING,IMAGING,TIMING,ASTROMETRY,PAR,GAMMA,PER,ECC,OM,K,T0,DVDT,I,A,MASS,SEP,TREND,LAMBDA,BIGOM,DEPTH,T14,TT,R,AR,B,DENSITY,GRAVITY,TRANSIT,TRANSITURL,TRANSITREF,DR,RR,SE,SEURL,SEREF,SEDEPTHJ,SEDEPTHH,SEDEPTHKS,SEDEPTHKP,SEDEPTH36,SEDEPTH45,SEDEPTH58,SEDEPTH80,RMS,CHI2,NOBS,NCOMP,MULT,PLANETDISCMETH,STARDISCMETH,DATE,FIRSTREF,FIRSTURL,ORBREF,ORBURL,RSTAR,RHOSTAR,FE,SHK,KP,JSNAME,EPEURL,ETDNAME,ETDURL,SIMBADNAME,SIMBADURL,EANAME,EAURL
,mjupiter,msun,,,,,k,,pc,,,,km/s,,,,,,,,,,,,,,,,,,,hr,deg,,,,,,,,,,,marcsec,km/s,day,,deg,m/s,jd,m/s/day,deg,au,mjupiter,au,,deg,deg,,day,,rjupiter,,,g/cm^3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rsun,g/cm^3,,,,,,,,,,,
HD 179949,0.902075,1.181,94645,6.25,,,6168.3,4.34052,27.5482,0.548,5.296,5.1,7.02041,-4.80469,Set to MSINI; I unknown,http://adsabs.harvard.edu/abs/2006ApJ...646..505B,4.935,Valenti 2005,http://adsabs.harvard.edu/abs/2005ApJS..159..141V,,,HD 179949 b,,b,179949,7291,187883,749,0,,,19.25920833375719,-24.17910555521647,19:15:33.15,-24:10:44.78,,,0,1,0,0,0,0,36.3,-24.3503,3.092514,0.022,192,112.6,2451002.36,,,0.0439208,0.902075,0.0439208,0,,,,,,,7.71795,,,0,0,,,,,0,,,,,,,,,,,12,1.21,88,1,0,RV,RV,2001,Tinney 2001,http://adsabs.harvard.edu/abs/2001ApJ...551..507T,Butler 2006,http://adsabs.harvard.edu/abs/2006ApJ...646..505B,1.22645,,0.136947,0.188126,,HD 179949,http://exoplanet.eu/star.php?st=HD+179949,,,HD 179949,http://simbad.harvard.edu/simbad/sim-id?Ident=HD+179949,HD 179949 b,http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=HD+179949+b&type=PLANET+HOST
Kepler-1167,,0.79,,,,,4971,4.6,811,,14.327,13.819,,,estimated from radius; see EOD documentation,,13.663,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Kepler-1167 b,,b,,,,,0,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,19.88684722211626,47.69402777777778,19:53:12.65,+47:41:38.5,,2266.01,1,1,0,0,0,0,1.23305,,1.00393374,0,90,,,,,0.0181392,0.0126737,0.0181392,0,,,0.000442261,0.060675,2454965.097,0.153,5.21242,,,,1,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,,0.02103,0,,Predicted,,,,,,,,,,,,1,0,Transit,Transit,2016,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0.75,,-0.05,,15.942,,,,,,,Kepler-1167 b,http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=Kepler-1167+b&type=PLANET+HOST
HD 2952,1.62021,2.54,2611,5.93,,,4844,2.67,115.207,1.037,4.264,3.779,1.92,,Set to MSINI; I unknown,,3.629,,,Sato 2013,http://adsabs.harvard.edu/abs/2013arXiv1304.4328S,HD 2952 b,2MASS J00331038+5453419,b,2952,135,21512,,0,http://adsabs.harvard.edu/abs/2013arXiv1304.4328S,Sato 2013,0.5528666665818956,54.89508055580987,00:33:10.32,+54:53:42.29,,,0,1,0,0,0,0,8.68,,311.6,0.129,64,26.3,2450112,,,1.22755,1.62021,1.22755,0,,,,,,,23.1436,,,,0,,,,,0,,Predicted,,,,,,,,,12.4,,,1,0,RV,RV,2013,Sato 2013,http://adsabs.harvard.edu/abs/2013arXiv1304.4328S,Sato 2013,http://adsabs.harvard.edu/abs/2013arXiv1304.4328S,11.4311,,0,,,,,,,HR 135,http://simbad.harvard.edu/simbad/sim-id?Ident=HR+135,,
Kepler-1063,,1.09,,,,,5945,4.37,365,,11.159,10.83,,,estimated from radius; see EOD documentation,,10.793,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Furlan 2017,http://adsabs.harvard.edu/abs/2017AJ....153...71F,Kepler-1063 b,,b,,,,,1,http://adsabs.harvard.edu/abs/2017AJ....153...71F,Furlan 2017,19.36845000002119,38.14297222243415,19:22:06.42,+38:08:34.7,,2032.01,1,1,0,0,0,0,2.73973,,14.07971466,0,90,,,,,0.117439,0.0115494,0.117439,0,,,0.000143042,0.055642,2454972.958,0.133,22.2018,,,,1,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,,0.01196,0,,Predicted,,,,,,,,,,,,1,0,Transit,Transit,2016,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,1.14,,0.09,,12.261,,,,,,,Kepler-1063 b,http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=Kepler-1063+b&type=PLANET+HOST
MOA-2009-BLG-319L,,0.38,,,,,,,6100,,,,,,Miyake 2011,http://adsabs.harvard.edu/abs/2011ApJ...728..120M,,Miyake 2011,http://adsabs.harvard.edu/abs/2011ApJ...728..120M,Miyake 2011,http://adsabs.harvard.edu/abs/2011ApJ...728..120M,MOA-2009-BLG-319L b,,b,,,,,0,http://adsabs.harvard.edu/abs/2011ApJ...728..120M,Miyake 2011,18.11611111111111,-26.81972222222222,18:06:58.000,-26:49:11.0,,,0,0,1,0,0,0,0.163934,,,,,,,,,,0.157,2.4,0,,,,,,,,,,,0,,,,,0,,Predicted,,,,,,,,,,,,1,0,Microlensing,Microlensing,2011,Miyake 2011,http://adsabs.harvard.edu/abs/2011ApJ...728..120M,Miyake 2011,http://adsabs.harvard.edu/abs/2011ApJ...728..120M,,,,,,MOA-2009-BLG-319,http://exoplanet.eu/star.php?st=MOA-2009-BLG-319,,,MOA-2009-BLG-319,http://simbad.harvard.edu/simbad/sim-id?Ident=MOA-2009-BLG-319,,
Kepler-1340,,1.27,,,,,6331,4.24,1421,,13.563,13.279,,,estimated from radius; see EOD documentation,,13.24,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Kepler-1340 b,,b,,,,,0,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,19.74885277748108,42.47277777777778,19:44:55.87,+42:28:22.0,,2756.01,1,1,0,0,0,0,0.70373,,0.66502692,0,90,,,,,0.0161473,0.0115843,0.0161473,0,,,0.0000925444,0.072433,2454964.658,0.138,2.45072,,,,1,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,,0.00962,0,,Predicted,,,,,,,,,,,,1,0,Transit,Transit,2016,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,1.42,,0.07,,14.758,,,,,,,Kepler-1340 b,http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=Kepler-1340+b&type=PLANET+HOST
HD 28678,1.8997,2.03,21109,8.54,http://adsabs.harvard.edu/abs/2011ApJS..197...26J,Johnson 2011,5052,3.07,227,1.01,6.447,5.942,2.97,,Set to MSINI; I unknown,http://adsabs.harvard.edu/abs/2006ApJ...646..505B,5.775,Mortier 2013,http://adsabs.harvard.edu/abs/2013arXiv1307.7870M,Johnson 2011,http://adsabs.harvard.edu/abs/2011ApJS..197...26J,HD 28678 b,2MASS J04312544+0434309,b,28678,,111871,,0,http://adsabs.harvard.edu/abs/2011ApJS..197...26J,Johnson 2011,4.523736111323038,4.57531944433848,04:31:25.45,+04:34:31.15,,,0,1,0,0,0,0,4.40529,61.4646,387.1,0.168,128,33.5,2455517,,,1.31659,1.8997,1.31659,0,,,,,,,44.7782,,,,0,,,,,0,,,,,,,,,,,6.1,,30,1,0,RV,RV,2011,Johnson 2011,http://adsabs.harvard.edu/abs/2011ApJS..197...26J,Johnson 2011,http://adsabs.harvard.edu/abs/2011ApJS..197...26J,6.33673,,-0.21,0.13,,HD 28678,http://exoplanet.eu/star.php?st=HD+28678,,,HD 28678,http://simbad.harvard.edu/simbad/sim-id?Ident=HD+28678,HD 28678 b,http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=HD+28678+b&type=PLANET+HOST
WASP-56,0.605178,1.107,,11.484,,,5600,,255,1.256,10.874,10.603,1.5,,Calculated from MSINI and I,http://adsabs.harvard.edu/abs/2013A%26A...551A..73F,10.532,Faedi 2013,http://adsabs.harvard.edu/abs/2013A%26A...551A..73F,Faedi 2013,http://adsabs.harvard.edu/abs/2013A%26A...551A..73F,WASP-56 b,2MASS J12132790+2303205,b,,,,,0,http://adsabs.harvard.edu/abs/2013A%26A...551A..73F,Faedi 2013,12.22441833337148,23.05563888867696,12:13:27.906,+23:03:20.3,,,0,1,0,0,0,0,3.92157,,4.617101,0,90,69,2455730.799,,88.5,0.056145,0.605385,0.056145,0,,,0.01019,0.1484,2455730.799,1.092,10.8815,0.272,0.580788,3.1015,1,http://adsabs.harvard.edu/abs/2013A%26A...551A..73F,Faedi 2013,,,0,,Predicted,,,,,,,,,19.5,,13,1,0,Transit,Transit,2013,Faedi 2013,http://adsabs.harvard.edu/abs/2013A%26A...551A..73F,Faedi 2013,http://adsabs.harvard.edu/abs/2013A%26A...551A..73F,1.112,1.04192,0.12,,,,,,,WASP-56,http://simbad.harvard.edu/simbad/sim-id?Ident=WASP-56,WASP-56 b,http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=WASP-56+b&type=PLANET+HOST
Kepler-540,,1.02,,,,,5946,4.38,350,,11.167,10.86,,,estimated from radius; see EOD documentation,,10.81,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Furlan 2017,http://adsabs.harvard.edu/abs/2017AJ....153...71F,Kepler-540 b,,b,,,,,1,http://adsabs.harvard.edu/abs/2017AJ....153...71F,Furlan 2017,19.37501666651832,44.87397222201029,19:22:30.06,+44:52:26.3,,374.01,1,1,0,0,0,0,2.85714,,172.7049784,0,90,,,,,0.610956,0.0223911,0.610956,0,,,0.000526244,0.469971,2455069.923,0.242,121.918,,,,1,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,,0.02294,0,,Predicted,,,,,,,,,,,,1,0,Transit,Transit,2016,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,1.08,,-0.1,,12.209,,,,,,,Kepler-540 b,http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=Kepler-540+b&type=PLANET+HOST
HATS-6,0.319673,0.574,,15.16,,,3724,4.683,148.4,1.504,12.04,11.39,,,Hartman 2015,http://adsabs.harvard.edu/abs/2015AJ....149..166H,11.22,Hartman 2015,http://adsabs.harvard.edu/abs/2015AJ....149..166H,Hartman 2015,http://adsabs.harvard.edu/abs/2015AJ....149..166H,HATS-6 b,2MASS 05523523-1901539,b,,,,,0,http://adsabs.harvard.edu/abs/2015AJ....149..166H,Hartman 2015,5.876453055275811,-19.03138888888889,05:52:35.231,-19:01:53.,,,0,1,0,0,0,0,6.73854,,3.3252725,0,90,63,,,88.21,0.0362414,0.319,0.0362414,0,,,0.03232,0.08504,2456643.74058,0.998,13.7029,0.427,0.399,2.90355,1,http://adsabs.harvard.edu/abs/2015AJ....149..166H,Hartman 2015,,0.17978,0,,Predicted,,,,,,,,,,,,1,0,Transit,Transit,2015,Hartman 2015,http://adsabs.harvard.edu/abs/2015AJ....149..166H,Hartman 2015,http://adsabs.harvard.edu/abs/2015AJ....149..166H,0.57,4.36,0.2,,,HATS-6 b,http://exoplanet.eu/star.php?st=HATS-6+b,,,HATS-6,http://simbad.harvard.edu/simbad/sim-id?Ident=HATS-6,HATS-6 b,http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=HATS-6+b&type=PLANET+HOST
Kepler-739,,0.93,,,,,5601,4.51,1128,,14.265,13.878,,,estimated from radius; see EOD documentation,,13.847,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Kepler-739 b,,b,,,,,0,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,19.3378666665819,46.57913888931274,19:20:16.32,+46:34:44.9,,949.01,1,1,0,0,0,0,0.886525,,12.53248465,0,90,,,,,0.103068,0.0330424,0.103068,0,,,0.00116691,0.167075,2455003.765,0.296,24.6811,,,,1,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,,0.03416,0,,Predicted,,,,,,,,,,,,1,0,Transit,Transit,2016,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0.9,,-0.08,,15.485,,,,,,,Kepler-739 b,http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=Kepler-739+b&type=PLANET+HOST
Kepler-515,,0.9,,,,,5293,4.55,255,,11.295,10.946,,,estimated from radius; see EOD documentation,,10.885,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Furlan 2017,http://adsabs.harvard.edu/abs/2017AJ....153...71F,Kepler-515 b,,b,,,,,1,http://adsabs.harvard.edu/abs/2017AJ....153...71F,Furlan 2017,19.36626111136543,52.05561111132304,19:21:58.54,+52:03:20.2,,298.01,1,1,0,0,0,0,3.92157,,19.96371318,0,90,,,,,0.139053,0.0107116,0.139053,0,,,0.000256961,0.103438,2455011.306,0.13,36.1065,,,,1,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,,0.01603,0,,Predicted,,,,,,,,,,,,1,0,Transit,Transit,2016,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0.83,,0.08,,12.713,,,,,,,Kepler-515 b,http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=Kepler-515+b&type=PLANET+HOST
Kepler-388,,,,,,,4498,4.69,,,13.261,12.657,,,estimated from radius; see EOD documentation,,12.544,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Kepler-388 b,KOI-2466,b,,,,,0,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,18.98853888882531,44.60873055564033,18:59:18.74,+44:36:31.43,,2466.01,1,1,0,0,0,0,,,3.173315,,90,,2454966.69965,,,0.0422619,0.00137963,0.0422619,0,,,,0.0850833,2454966.69965,0.0722634,15.5429,0.2,,,1,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,,,0,,Predicted,,,,,,,,,,,,2,1,Transit,Transit,2014,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,0.586,,,,,Kepler-388,http://exoplanet.eu/star.php?st=Kepler-388,,,Kepler-388,http://simbad.harvard.edu/simbad/sim-id?Ident=Kepler-388,Kepler-388 b,http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=Kepler-388+b&type=PLANET+HOST
Kepler-947,,0.9,,,,,5508,4.52,1188,,14.517,14.158,,,estimated from radius; see EOD documentation,,13.972,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Kepler-947 b,,b,,,,,0,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,19.6244472222858,42.25266666677263,19:37:28.01,+42:15:09.6,,1749.01,1,1,0,0,0,0,0.841751,,26.9644317,0,90,,,,,0.169908,0.0172355,0.169908,0,,,0.00059049,0.16454,2454978.343,0.203,42.0899,,,,1,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,,0.0243,0,,Predicted,,,,,,,,,,,,1,0,Transit,Transit,2016,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0.87,,-0.07,,15.789,,,,,,,Kepler-947 b,http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=Kepler-947+b&type=PLANET+HOST
Kepler-1560,,1.02,,,,,5815,4.43,529,,12.247,11.912,,,estimated from radius; see EOD documentation,,11.868,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Kepler-1560 b,,b,,,,,0,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,19.51897500011656,43.21597222222223,19:31:08.31,+43:12:57.5,,4160.01,1,1,0,0,0,0,1.89036,,3.03195744,0,90,,,,,0.0412688,0.00189081,0.0412688,0,,,0.0000708964,0.06904,2454966.99,0.079,8.71975,,,,1,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,,0.00842,0,,Predicted,,,,,,,,,,,,1,0,Transit,Transit,2016,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,1.02,,0.04,,13.421,,,,,,,Kepler-1560 b,http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=Kepler-1560+b&type=PLANET+HOST
Kepler-1230,,1.06,,,,,5961,4.4,1433,,14.232,13.875,,,estimated from radius; see EOD documentation,,13.915,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Kepler-1230 b,,b,,,,,0,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,18.8843000000053,41.71144444465637,18:53:03.48,+41:42:41.2,,2419.01,1,1,0,0,0,0,0.697837,,9.95661537,0,90,,,,,0.0923527,0.0223911,0.0923527,0,,,0.000549434,0.1196,2454969.59,0.242,18.4293,,,,1,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,,0.02344,0,,Predicted,,,,,,,,,,,,1,0,Transit,Transit,2016,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,1.08,,0.01,,15.309,,,,,,,Kepler-1230 b,http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=Kepler-1230+b&type=PLANET+HOST
Kepler-923,,1.11,,,,,5988,4.28,966,,12.978,12.717,,,estimated from radius; see EOD documentation,,12.665,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Kepler-923 b,,b,,,,,0,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,19.61140555593703,40.05516666677263,19:36:41.06,+40:03:18.6,,1665.01,1,1,0,0,0,0,1.0352,,6.93366476,0,90,,,,,0.0736811,0.00890695,0.0736811,0,,,0.00010816,0.18008,2454970.072,0.123,12.6028,,,,1,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,,0.0104,0,,Predicted,,,,,,,,,,,,1,0,Transit,Transit,2016,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,1.26,,0.07,,14.042,,,,,,,Kepler-923 b,http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=Kepler-923+b&type=PLANET+HOST
CoRoT-8,0.215994,0.88,,14.8,,,5080,4.58,380.228,1.3,12.154,11.641,2,,Calculated from MSINI and I,http://adsabs.harvard.edu/abs/2006ApJ...646..505B,11.463,Borde 2010,http://adsabs.harvard.edu/abs/2010A%26A...520A..66B,,,CoRoT-8 b,2MASS  J19262124+0125352,b,,,,,0,,,19.43923333326975,1.426444444656372,19:26:21.240,+01:25:35.2,,,0,1,0,0,0,0,2.63,,6.21229,0,90,26,2454238.9743,,88.4,0.0633825,0.216078,0.0633825,0,,,0.005625,0.114167,2454238.9743,0.57,17.7403,0.49,1.6,3.23136,1,http://adsabs.harvard.edu/abs/2010A%26A...520A..66B,Borde 2010,,,0,,,,,,,,,,,,,21,1,0,Transit,Transit,2010,Borde 2010,http://adsabs.harvard.edu/abs/2010A%26A...520A..66B,Borde 2010,http://adsabs.harvard.edu/abs/2010A%26A...520A..66B,0.77,1.92857,0.315,,,CoRoT-8,http://exoplanet.eu/star.php?st=CoRoT-8,CoRoT-8 b,http://var2.astro.cz/ETD/etd.php?STARNAME=CoRoT-8&PLANET=b,CoRoT-Exo-8b,http://simbad.harvard.edu/simbad/sim-id?Ident=CoRoT-Exo-8b,CoRoT-8 b,http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=CoRoT-8+b&type=PLANET+HOST
Kepler-723,,0.92,,,,,5539,4.51,965,,13.949,13.593,,,estimated from radius; see EOD documentation,,13.499,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Kepler-723 b,,b,,,,,0,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,18.98869722207387,44.65813888867696,18:59:19.31,+44:39:29.3,,913.01,1,1,0,0,0,0,1.03627,,4.08227507,0,90,,,,,0.0486188,1,0.0486188,0,,,0.0155501,0.134915,2455002.638,1.088,11.7732,,,,1,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,,0.1247,0,,Predicted,,,,,,,,,,,,1,0,Transit,Transit,2016,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0.89,,0,,15.198,,,,,,,Kepler-723 b,http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=Kepler-723+b&type=PLANET+HOST
Kepler-844,,0.59,,,,,4128,4.7,394,,13.804,13.194,,,estimated from radius; see EOD documentation,,13.058,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Kepler-844 b,,b,,,,,0,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,19.19051388899485,48.77411111089918,19:11:25.85,+48:46:26.8,,1427.01,1,1,0,0,0,0,2.53807,,2.61302086,0,90,,,,,0.03114,0.0124487,0.03114,0,,,0.000731162,0.0804,2454966.112,0.15,11.7741,,,,1,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,,0.02704,0,,Predicted,,,,,,,,,,,,1,0,Transit,Transit,2016,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0.57,,-0.24,,15.84,,,,,,,Kepler-844 b,http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=Kepler-844+b&type=PLANET+HOST
Kepler-1283,,1.16,,,,,6175,4.31,1452,,13.92,13.612,,,estimated from radius; see EOD documentation,,13.567,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Kepler-1283 b,,b,,,,,0,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,19.69748888863458,40.77697222179837,19:41:50.96,+40:46:37.1,,2587.01,1,1,0,0,0,0,0.688705,,12.9460978,0,90,,,,,0.113375,0.014034,0.113375,0,,,0.000186869,0.39929,2454972.421,0.17,19.5475,,,,1,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,,0.01367,0,,Predicted,,,,,,,,,,,,1,0,Transit,Transit,2016,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,1.25,,0.04,,15.079,,,,,,,Kepler-1283 b,http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=Kepler-1283+b&type=PLANET+HOST
Kepler-1430,,0.77,,,,,4796,4.62,541,,13.546,13.061,,,estimated from radius; see EOD documentation,,12.932,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Furlan 2017,http://adsabs.harvard.edu/abs/2017AJ....153...71F,Kepler-1430 b,,b,,,,,1,http://adsabs.harvard.edu/abs/2017AJ....153...71F,Furlan 2017,19.31316666709052,43.37208333333334,19:18:47.40,+43:22:19.5,,3113.01,1,1,0,0,0,0,1.84843,,2.46050993,0,90,,,,,0.0326929,0.00518721,0.0326929,0,,,0.000220523,0.08346,2454966.612,0.105,9.78595,,,,1,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,,0.01485,0,,Predicted,,,,,,,,,,,,1,0,Transit,Transit,2016,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,0.72,,-0.03,,15.245,,,,,,,Kepler-1430 b,http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=Kepler-1430+b&type=PLANET+HOST
Kepler-401,,,,,,,6117,4.254,,,12.277,12.06,,,estimated from radius; see EOD documentation,,11.987,,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Kepler-401 b,KOI-2714,b,,,,,0,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,19.33885000016954,50.86348055521647,19:20:19.86,+50:51:48.53,,2714.01,1,1,0,0,0,0,,,14.383035,,90,,2454973.55968,,,0.115746,0.0126401,0.115746,0,,,,0.363708,2454973.55968,0.152556,18.7137,0.54,,,1,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,,,0,,Predicted,,,,,,,,,,,,3,1,Transit,Transit,2014,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,1.333,,,,,Kepler-401,http://exoplanet.eu/star.php?st=Kepler-401,,,KOI-2714,http://simbad.harvard.edu/simbad/sim-id?Ident=KOI-2714,Kepler-401 b,http://exoplanetarchive.ipac.caltech.edu/cgi-bin/DisplayOverview/nph-DisplayOverview?objname=Kepler-401+b&type=PLANET+HOST
